timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, left wing, pitch motor, yaw motor, right wing, voltage, roll rate, pitch rate, yaw rate, A_x, A_y, A_z, current, i_raw, v_raw, airflow_voltage, airflow_speed, pot_Pitch
19355, 1.706160306930542, 4.443875312805176, -61.68952941894531, -0.4501769244670868, -0.9560284614562988, 0.395667165517807, -0.6972160935401917, -0.03677745163440704, 0.7932623028755188, -0.5645561814308167, -0.8406140804290771, 0.730022132396698, -4.7866220202199425, -4.1509843473627654, -90.26092640878483, 42109.0, 29381.0, 2621.0, 38872.0, 7.576860427856445, 71.86192321777344, 15.604580879211426, 62.62921905517578, 0.4562777578830719, -0.5399701595306396, 3.1037819385528564, 1.5816854238510132, 1.3133563995361328, 1.603271484375, 1.68017578125, 0.6156768798828125, 1.467041015625
19385, 0.20320285856723785, 2.922311544418335, -54.748783111572266, -0.4643515944480896, -0.9565635323524475, 0.41299161314964294, -0.720862090587616, -0.018697235733270645, 0.9287329316139221, -0.5673225522041321, -0.8394054174423218, 0.7447682619094849, -4.328396016657262, -5.543435409882534, -98.70029947313272, 40302.0, 28710.0, 2621.0, 40402.0, 7.616529941558838, -176.9169921875, 50.729347229003906, 461.4345703125, 0.4562777578830719, -0.5399701595306396, 3.1037819385528564, 1.6395877599716187, 0.4531993865966797, 1.532958984375, 1.68017578125, 0.6156768798828125, 1.54541015625
19405, -1.6955955028533936, 2.602344036102295, -60.47175216674805, -0.4643515944480896, -0.9565635323524475, 0.41299161314964294, -0.720862090587616, -0.018697235733270645, 0.9287329316139221, -0.5627877712249756, -0.8349688649177551, 0.7609673738479614, -6.654906498837884, -1.0944732341250472, -96.58175280148785, 40485.0, 29334.0, 2621.0, 40010.0, 7.656198978424072, 60.61338424682617, 67.41053009033203, 188.34405517578125, 0.4562777578830719, -0.5399701595306396, 3.1037819385528564, 1.521747350692749, 1.8509540557861328, 1.647216796875, 1.68017578125, 0.6156768798828125, 1.512451171875
19415, -1.0661792755126953, 1.5957642793655396, -67.11624145507812, -0.4643515944480896, -0.9565635323524475, 0.41299161314964294, -0.720862090587616, -0.018697235733270645, 0.9287329316139221, -0.5629832148551941, -0.8396493196487427, 0.7647135853767395, -6.307154276329388, -4.834923254195445, -95.2187088888194, 41807.0, 30343.0, 2621.0, 38882.0, 7.55702543258667, 60.61338424682617, 67.41053009033203, 188.34405517578125, 0.8422786593437195, 0.9897280931472778, 1.527503252029419, 1.521747350692749, 1.8509540557861328, 1.647216796875, 1.68017578125, 0.6156768798828125, 1.512451171875
19455, -2.5876150131225586, -0.19083048403263092, -62.73503875732422, -0.5236165523529053, -0.9424492716789246, 0.4868273437023163, -0.7408435940742493, 0.055857520550489426, 0.8565447926521301, -0.5561050176620483, -0.8409790992736816, 0.7940875887870789, -5.175040518309656, -5.32994773927021, -102.9940857400969, 40214.0, 29837.0, 2621.0, 40222.0, 7.576860427856445, -229.52757263183594, 9.490983009338379, -303.63201904296875, -0.8199470639228821, 1.1561981439590454, 0.7500206232070923, 1.4525450468063354, 1.5642337799072266, 1.623779296875, 1.68017578125, 0.6156768798828125, 1.587890625
19465, -4.022037029266357, -0.14855434000492096, -69.32323455810547, -0.528927206993103, -0.9282703995704651, 0.5000288486480713, -0.7299758195877075, 0.10117878764867783, 0.8824542760848999, -0.5555238127708435, -0.8398003578186035, 0.8047842383384705, -4.459273514773915, -3.9229948856714145, -108.1945309142035, 40214.0, 29837.0, 2621.0, 40222.0, 7.656198978424072, 47.08560562133789, 48.12478256225586, -105.04410552978516, 1.0768237113952637, 0.513714075088501, 1.8654524087905884, 1.4525450468063354, 1.5642337799072266, 1.623779296875, 1.68017578125, 0.6156768798828125, 1.587890625
19475, -3.730196237564087, -0.5663810968399048, -69.00550842285156, -0.528927206993103, -0.9282703995704651, 0.5000288486480713, -0.7299758195877075, 0.10117878764867783, 0.8824542760848999, -0.5594754815101624, -0.8444698452949524, 0.8154696822166443, -6.08279312204707, -2.5406383326441357, -92.64921093927073, 41499.0, 30275.0, 2621.0, 38416.0, 7.55702543258667, 24.620691299438477, 115.4793472290039, -529.7435302734375, 1.0768237113952637, 0.513714075088501, 1.8654524087905884, 1.4525450468063354, 1.5642337799072266, 1.623779296875, 1.68017578125, 0.6156768798828125, 1.505859375
19485, -3.23944354057312, -0.9183024764060974, -72.61286163330078, -0.5434695482254028, -0.9261873960494995, 0.51796555519104, -0.7245065569877625, 0.107064388692379, 0.8837525844573975, -0.5483796000480652, -0.8426094055175781, 0.825056791305542, -4.001829097394315, -5.544862673247081, -100.8902155642826, 41499.0, 30275.0, 2621.0, 38416.0, 7.576860427856445, 29.716121673583984, 10.714179992675781, 471.9748229980469, 0.5208497643470764, -0.5842298269271851, 1.8491928577423096, 1.4525450468063354, 1.5642337799072266, 1.623779296875, 1.68017578125, 0.6156768798828125, 1.505859375
19495, -3.0411877632141113, -1.3233362436294556, -72.5553207397461, -0.5434695482254028, -0.9261873960494995, 0.51796555519104, -0.7245065569877625, 0.107064388692379, 0.8837525844573975, -0.538664698600769, -0.8414002060890198, 0.8394448757171631, -1.6597224307957015, -4.6900057988217725, -99.67261573343083, 40624.0, 29316.0, 2621.0, 39274.0, 7.636364459991455, -27.197975158691406, -10.554588317871094, -523.4097290039062, 0.5208497643470764, -0.5842298269271851, 1.8491928577423096, 1.5843058824539185, 1.7703132629394531, 1.640625, 1.68017578125, 0.6156768798828125, 1.505859375
19515, -3.609806776046753, -1.834775686264038, -74.52242279052734, -0.5591982007026672, -0.9098365306854248, 0.5488633513450623, -0.6857425570487976, 0.1479588896036148, 0.9259081482887268, -0.5372578501701355, -0.8508919477462769, 0.8720905184745789, -3.8125515526969873, -6.068087673450293, -110.07809878569279, 40624.0, 29316.0, 2621.0, 39274.0, 7.5966949462890625, -6.527862071990967, 101.1613998413086, 350.6335754394531, 0.823623776435852, 1.1795827150344849, 1.1506544351577759, 1.5843058824539185, 1.7703132629394531, 1.640625, 1.68017578125, 0.6156768798828125, 1.51171875
