timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, left wing, pitch motor, yaw motor, right wing, voltage, roll rate, pitch rate, yaw rate, A_x, A_y, A_z, current, i_raw, v_raw, airflow_voltage, airflow_speed, pot_Pitch, voltage_nKF, kFFx, state_vel, State_vel, volt_KF_vel
52669, -1.763022780418396, 0.6446707248687744, -0.5941318273544312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
52679, -1.763992428779602, 0.6491144299507141, -0.5848308801651001, 0.0, 0.0, -16.651987075805664, 0.0, 0.0, -0.28362274169921875, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.154300257563591, -0.3153325915336609, 0.9448189735412598, 0.010689346119761467, -0.03151853755116463, 0.9980282187461853, 0, 0, 0, 1.01953125, 2.5674285888671875, 0, 0, 0, 0, 0, 0
52689, -1.7660497426986694, 0.6470253467559814, -0.581016480922699, 0.0, 0.0, -16.654541015625, 0.0, 0.0, -0.25539398193359375, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.331728994846344, 0.08074139803647995, 0.41206178069114685, 0.00849103182554245, -0.030529718846082687, 0.9967747330665588, 0, 0, 0, 1.998046875, 2.1412506103515625, 0, 1.30810546875, 10.0, 1.0, 10.0, 1.4351089000701904
52699, -1.7674193382263184, 0.6331627368927002, -0.5777435302734375, 0.0, 0.0, -16.639341354370117, 0.0, 0.0, 1.5199661254882812, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.2044304460287094, 1.0465549230575562, 0.37131908535957336, 0.007636819500476122, -0.0283823162317276, 0.996942400932312, 0, 0, 0, 1.4560546875, 0.1147003173828125, 1.493408203125, 0.2021484375, 10.0, 1.0, 10.0, 1.4368863105773926
52709, -1.7684680223464966, 0.6180289387702942, -0.5775895714759827, 0.0, 0.0, -16.625661849975586, 0.0, 0.0, 1.367950439453125, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.17112243175506592, 1.8560420274734497, 0.08853138238191605, 0.007393552456051111, -0.029357850551605225, 1.0011194944381714, 0, 0, 0, 0.659912109375, 20.238601684570312, 1.493408203125, 2.068359375, 10.0, 1.0, 10.0, 1.4369468688964844
52719, -1.768277645111084, 0.5977027416229248, -0.5830965042114258, 0.0, 0.0, -16.615537643432617, 0.0, 0.0, 1.012420654296875, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.015269752591848373, 1.6730817556381226, -0.4326304495334625, 0.009857868775725365, -0.02967660501599312, 1.0036605596542358, 0, 0, 0, 1.32861328125, 0.0214385986328125, 1.49560546875, 1.528564453125, 10.0, 1.0, 10.0, 1.4344935417175293
52729, -1.7690777778625488, 0.5904597043991089, -0.5859573483467102, 0.0, 0.0, -16.60642433166504, 0.0, 0.0, 0.9113311767578125, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.22889451682567596, 0.9292406439781189, -0.2713569402694702, 0.014197778888046741, -0.028768321499228477, 1.00247061252594, 0, 0, 0, 0.0087890625, 169.32025146484375, 1.49560546875, 0.708984375, 10.0, 1.0, 10.0, 1.434159278869629
52739, -1.7703489065170288, 0.5903568267822266, -0.5879616141319275, 0.0, 0.0, -16.589200973510742, 0.0, 0.0, 1.7223358154296875, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.21528448164463043, -0.03128994628787041, -0.1122388020157814, 0.01722373254597187, -0.028030363842844963, 1.002332329750061, 0, 0, 0, 0.0, 173.0907745361328, 1.4970703125, 0.000732421875, 10.0, 1.0, 10.0, 1.4296588897705078
52749, -1.771780014038086, 0.5994879007339478, -0.5898589491844177, 0.0, 0.0, -16.573699951171875, 0.0, 0.0, 1.5501022338867188, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.08843585848808289, -0.9707819223403931, -0.26058709621429443, 0.013867325149476528, -0.03306670859456062, 1.0034785270690918, 0, 0, 0, 0.015380859375, 166.53282165527344, 1.4970703125, 0.052734375, 10.0, 1.0, 10.0, 1.4251450300216675
52759, -1.77301025390625, 0.6217066645622253, -0.5866515636444092, 0.0, 0.0, -16.560569763183594, 0.0, 0.0, 1.313018798828125, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.018752293661236763, -1.7851954698562622, 0.16434626281261444, 0.01302832830697298, -0.030953001230955124, 1.0022002458572388, 0, 0, 0, 0.53173828125, 34.09422302246094, 1.49560546875, 0.018310546875, 10.0, 1.0, 10.0, 1.4206939935684204
