timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, left wing, pitch motor, yaw motor, right wing, voltage, roll rate, pitch rate, yaw rate, A_x, A_y, A_z, current, i_raw, v_raw, airflow_voltage, airflow_speed, pot_Pitch
29179, -3.1684694290161133, 8.255170822143555, -11.327638626098633, 0, 0, 0, 0, 0, 0, -0.8202857375144958, -1.016939640045166, 0.051891010254621506, -0.713078349564352, -0.05476733533078004, 2.8124905580000994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
29189, -3.167959451675415, 8.255722045898438, -11.327704429626465, 0.004003982059657574, -0.0025432626716792583, -16.215103149414062, 0.11446147412061691, -0.07270607352256775, -1.1666148900985718, -0.8202886581420898, -1.0169456005096436, 0.05189105123281479, -0.7193869483396957, -0.055085702458910646, 2.81565824762654, 9362.0, 30146.0, 35388.0, 9362.0, 0, 0.02564547210931778, -0.3765468895435333, -0.2535143792629242, -0.0975017175078392, -0.025408128276467323, 0.9958136081695557, 0, 0, 0, 0, 0, 0
29199, -3.167746067047119, 8.256643295288086, -11.32768440246582, 0.005085267126560211, -0.0032301158644258976, -16.226778030395508, 0.10179561376571655, -0.0646645650267601, -1.168229103088379, -0.8202925324440002, -1.0169395208358765, 0.051891352981328964, -0.7198278765455047, -0.06562123227610073, 2.812451371738089, 9362.0, 30146.0, 35388.0, 9362.0, 0, 0.14425431191921234, -0.02189100719988346, 0.10403697192668915, -0.09707125276327133, -0.021005887538194656, 0.9925563931465149, 0, 0, 0, 1.40771484375, 0.0478363037109375, 0
29209, -3.1668310165405273, 8.258078575134277, -11.327034950256348, 0.006039957515895367, -0.0038366010412573814, -16.238468170166016, 0.08914244174957275, -0.05663245916366577, -1.1699484586715698, -0.8202856779098511, -1.0169410705566406, 0.051895592361688614, -0.7224952564853325, -0.06101755173352785, 2.817801621278925, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.005575584247708321, 0.0009332432528026402, 0.31203413009643555, -0.09511968493461609, -0.02076716534793377, 0.9929367303848267, 0, 0, 0, 1.575439453125, 0.3596649169921875, 1.493408203125
29219, -3.1667964458465576, 8.259431838989258, -11.326321601867676, 0.00686822272837162, -0.004362837877124548, -16.25017738342285, 0.07651057094335556, -0.04861511290073395, -1.1718426942825317, -0.8202836513519287, -1.0169421434402466, 0.05189535394310951, -0.7137489733761604, -0.05550615190776398, 2.819741000140539, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.09142597019672394, -0.28850769996643066, -0.06791528314352036, -0.09781128913164139, -0.022186463698744774, 0.9930108189582825, 0, 0, 0, 1.587158203125, 0.3869171142578125, 1.493408203125
29229, -3.167383909225464, 8.257311820983887, -11.327033996582031, 0.007570124696940184, -0.004808888304978609, -16.261905670166016, 0.06386978924274445, -0.040595073252916336, -1.173690676689148, -0.8202875852584839, -1.0169509649276733, 0.05189550295472145, -0.7109697029260329, -0.06261310660556774, 2.8151290214746334, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.17024238407611847, 0.267583429813385, -0.14494602382183075, -0.09897001832723618, -0.022356852889060974, 0.9927806854248047, 0, 0, 0, 0.9580078125, 4.03448486328125, 1.49853515625
29239, -3.16629695892334, 8.258197784423828, -11.328350067138672, 0.008145582862198353, -0.005174721125513315, -16.273651123046875, 0.051221832633018494, -0.032571371644735336, -1.175500750541687, -0.8202894926071167, -1.0169440507888794, 0.05190207064151764, -0.7134386888804672, -0.061050661820473806, 2.8162369120555693, 9362.0, 30146.0, 35388.0, 9362.0, 0, 0.08480992913246155, 0.012109591625630856, -0.2121783345937729, -0.09674350917339325, -0.02285897172987461, 0.9961848258972168, 0, 0, 0, 1.248046875, 0.169647216796875, 1.49853515625
29249, -3.1658012866973877, 8.258339881896973, -11.326399803161621, 0.008594504557549953, -0.0054602669551968575, -16.28541374206543, 0.03856278955936432, -0.024537550285458565, -1.1771962642669678, -0.8202806711196899, -1.0169413089752197, 0.05188770219683647, -0.7204538314774996, -0.05947927172684331, 2.8166798360886127, 9362.0, 30146.0, 35388.0, 9362.0, 0, 0.290704607963562, -0.06278329342603683, 0.18040521442890167, -0.0960727110505104, -0.023730957880616188, 0.9968534111976624, 0, 0, 0, 1.27587890625, 0.092620849609375, 1.493408203125
29259, -3.165980100631714, 8.257473945617676, -11.32601547241211, 0.008916680701076984, -0.005665387026965618, -16.29719352722168, 0.02587202563881874, -0.016486920416355133, -1.1786668300628662, -0.8202736377716064, -1.016939401626587, 0.05187326669692993, -0.7072842289769393, -0.06167801809093021, 2.8171961586589034, 9362.0, 30146.0, 35388.0, 9362.0, 0, -0.08144183456897736, 0.0001363070769002661, 0.031723812222480774, -0.09887898713350296, -0.022562064230442047, 0.9938677549362183, 0, 0, 0, 0.978515625, 3.49365234375, 1.493408203125
29269, -3.1656625270843506, 8.259193420410156, -11.324138641357422, 0.00911205168813467, -0.005790074355900288, -16.308988571166992, 0.013201993890106678, -0.008450595661997795, -1.1802983283996582, -0.8202854990959167, -1.0169498920440674, 0.05189542472362518, -0.7192642791980327, -0.05888039238519127, 2.8167132739008958, 9362.0, 30146.0, 35388.0, 9362.0, 0, 0.07911574840545654, -0.1314379721879959, 0.026225557550787926, -0.09953456372022629, -0.023735620081424713, 0.9951062202453613, 0, 0, 0, 1.635498046875, 0.5028533935546875, 1.491943359375
