timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, left wing, pitch motor, yaw motor, right wing, voltage, roll rate, pitch rate, yaw rate, A_x, A_y, A_z, current, i_raw, v_raw, airflow_voltage, airflow_speed, pot_Pitch, voltage_nKF, kFFx, state, State, volt_KF
18702, 0.6270816326141357, -7.337319374084473, 88.14453887939453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18712, 0.7181130647659302, -7.459222793579102, 88.22782897949219, 0.0, 0.0, 0.5925019383430481, 0.0, 0.0, -0.1621544361114502, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, 10.309986114501953, 14.960177421569824, 10.461953163146973, -0.14188441634178162, -0.009355418384075165, 1.0520466566085815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18722, 0.8174958825111389, -7.579761981964111, 88.40457153320312, 0.0, 0.0, 0.5943400859832764, 0.0, 0.0, 0.18381476402282715, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, 7.57319450378418, 11.228410720825195, 14.94836139678955, -0.10617993026971817, -0.03436160832643509, 1.0904957056045532, 0, 0, 0, 1.516845703125, 0.23004150390625, 0, 1.553466796875, 10.0, 1.0, 10.0, 1.5006345510482788
18732, 0.8423272967338562, -7.606622219085693, 88.52487182617188, 0.0, 0.0, 0.5960508584976196, 0.0, 0.0, 0.17107725143432617, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, 2.7233755588531494, 4.986795425415039, 15.017678260803223, -0.08170825242996216, -0.06647182255983353, 1.1338332891464233, 0, 0, 0, 1.590087890625, 0.3937835693359375, 1.496337890625, 1.53076171875, 10.0, 1.0, 10.0, 1.5004243850708008
18742, 0.8047008514404297, -7.552707672119141, 88.68378448486328, 0.0, 0.0, 0.5949253439903259, 0.0, 0.0, -0.11255145072937012, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -3.0297493934631348, -2.779629707336426, 13.245689392089844, -0.06275130808353424, -0.09031940996646881, 1.156265139579773, 0, 0, 0, 1.566650390625, 0.3395233154296875, 1.496337890625, 1.572509765625, 10.0, 1.0, 10.0, 1.500945806503296
18752, 0.728502631187439, -7.459758281707764, 88.77053833007812, 0.0, 0.0, 0.5940422415733337, 0.0, 0.0, -0.08831024169921875, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -8.933233261108398, -9.664090156555176, 11.046799659729004, -0.05548872426152229, -0.09033024311065674, 1.1584938764572144, 0, 0, 0, 1.634033203125, 0.499237060546875, 1.496337890625, 1.667724609375, 10.0, 1.0, 10.0, 1.5007994174957275
18762, 0.5359680652618408, -7.225144386291504, 88.84535217285156, 0.0, 0.0, 0.5922431349754333, 0.0, 0.0, -0.17991065979003906, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -14.865779876708984, -17.67742919921875, 6.781075477600098, -0.04767462611198425, -0.08766326308250427, 1.1446040868759155, 0, 0, 0, 1.622314453125, 0.470672607421875, 1.496337890625, 1.63623046875, 10.0, 1.0, 10.0, 1.5007922649383545
18772, 0.3584456145763397, -7.012557029724121, 88.84895324707031, 0.0, 0.0, 0.5907425880432129, 0.0, 0.0, -0.1500546932220459, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -20.674184799194336, -24.72313690185547, 0.8868004083633423, -0.04151071980595589, -0.07026860862970352, 1.0970568656921387, 0, 0, 0, 1.53515625, 0.2692413330078125, 1.496337890625, 1.484619140625, 10.0, 1.0, 10.0, 1.5009262561798096
18782, 0.047114577144384384, -6.644542694091797, 88.81299591064453, 0.0, 0.0, 0.5888928174972534, 0.0, 0.0, -0.18497705459594727, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -24.156463623046875, -29.164037704467773, -3.149595260620117, -0.04450575262308121, -0.06535272300243378, 1.045542597770691, 0, 0, 0, 1.50146484375, 0.1985626220703125, 1.496337890625, 1.64794921875, 10.0, 1.0, 10.0, 1.5011639595031738
18792, -0.17311622202396393, -6.38869571685791, 88.7939224243164, 0.0, 0.0, 0.5872400403022766, 0.0, 0.0, -0.16527771949768066, 0, 0, 0, 0, 0, 0, 9362.0, 30146.0, 35388.0, 9362.0, 0, -26.411781311035156, -30.62474250793457, -2.396641492843628, -0.050836704671382904, -0.039591338485479355, 1.0140031576156616, 0, 0, 0, 1.61279296875, 0.4476470947265625, 1.497802734375, 1.631103515625, 10.0, 1.0, 10.0, 1.5010006427764893
