timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0, left wing, pitch motor, yaw motor, right wing, voltage, roll rate, pitch rate, yaw rate, A_x, A_y, A_z, current, i_raw, v_raw, airflow_voltage, airflow_speed, pot_Pitch
281919, 0.018440254032611847, -0.07642719149589539, 0.018224190920591354, 0, 0, 0, 0, 0, 0, -0.006666180677711964, 0.11369402706623077, 0.2407897561788559, -1.6229580209083385, 0.7622880893248976, -8.077540826664086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
281929, 0.0182272270321846, -0.07757306843996048, 0.01680024154484272, 0.004224168136715889, -0.0012675691395998001, -0.012152592651546001, 0.008841962553560734, -0.002364774700254202, -0.015000434592366219, -0.006662547122687101, 0.11367695778608322, 0.24080991744995117, -1.5951172499390864, 0.6971721398668933, -8.1022692884982, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, 0.035099826753139496, 0.09049686044454575, 0.2465260922908783, 7.270874630194157e-05, -0.0681292936205864, 0.9988909363746643, 0, 0, 0, 0, 0, 0
281939, 0.018006816506385803, -0.07712925225496292, 0.01709774322807789, 0.004313251469284296, -0.0012913725804537535, -0.012303037568926811, 0.008974671363830566, -0.0023959155660122633, -0.015088199637830257, -0.006656337529420853, 0.11369507014751434, 0.24082638323307037, -1.5517400220637043, 0.6486855359817412, -8.101853619145745, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, -0.14107827842235565, -0.10888416320085526, -0.08114328980445862, -0.000291108968667686, -0.0679728090763092, 0.9991103410720825, -0.1377662718296051, -0.12023735046386719, 1.486083984375, 1.411376953125, 0.05181884765625, 1.55859375
281949, 0.016358423978090286, -0.07723444700241089, 0.017727365717291832, 0.004403657745569944, -0.0013154855696484447, -0.012454371899366379, 0.009106617420911789, -0.0024266797117888927, -0.015178201720118523, -0.006652383133769035, 0.1136917695403099, 0.24080751836299896, -1.6032049035697364, 0.6769235086616732, -8.091577744244464, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, -0.07964354008436203, 0.0936092659831047, 0.20359006524085999, 0.0007682855939492583, -0.06615357846021652, 1.0008211135864258, -0.1288832277059555, -0.1291980743408203, 1.4853515625, 1.406982421875, 0.046966552734375, 1.564453125
281959, 0.016748599708080292, -0.07881605625152588, 0.019309276714920998, 0.004495385568588972, -0.0013398922747001052, -0.012605978175997734, 0.009238914586603642, -0.0024546540807932615, -0.015142587013542652, -0.006638949736952782, 0.11368083208799362, 0.24085387587547302, -1.552135097070248, 0.6263469372252075, -8.097532356486436, 9362.0, 32767.0, 35388.0, 9362.0, 8.271075248718262, 0.050447337329387665, 0.3493953049182892, 0.20048071444034576, 0.00044826851808466017, -0.06708336621522903, 0.9986761212348938, -0.12532609701156616, -0.15607833862304688, 1.483154296875, 1.418701171875, 0.0603485107421875, 1.5615234375
281969, 0.01713244989514351, -0.07998296618461609, 0.020750418305397034, 0.004588449373841286, -0.0013645818689838052, -0.012757660821080208, 0.00937379989773035, -0.0024832661729305983, -0.015193643048405647, -0.00665663555264473, 0.11369418352842331, 0.24080002307891846, -1.615996033723571, 0.7308485920384271, -8.081947709980488, 9362.0, 32767.0, 35388.0, 9362.0, 8.271075248718262, 0.08624981343746185, 0.1566527932882309, 0.1734309196472168, 0.00015149114187806845, -0.06686291098594666, 1.000049352645874, -0.12199567258358002, -0.1291980743408203, 1.4853515625, 1.399658203125, 0.0396575927734375, 1.559326171875
281979, 0.01749446429312229, -0.08132234215736389, 0.02206343412399292, 0.004682871513068676, -0.001389560871757567, -0.012910035438835621, 0.00951063260436058, -0.0025125201791524887, -0.015280846506357193, -0.006672495044767857, 0.11369271576404572, 0.24079877138137817, -1.6337718584996404, 0.7256011539966778, -8.077024644504819, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, 0.028387002646923065, -0.06001150608062744, -0.1773076355457306, 0.0008089385810308158, -0.06742000579833984, 1.0003597736358643, -0.12579014897346497, -0.1291980743408203, 1.4853515625, 1.411376953125, 0.05181884765625, 1.559326171875
281989, 0.017939139157533646, -0.08039219677448273, 0.021575957536697388, 0.004778674338012934, -0.001414835685864091, -0.01306262519210577, 0.009649942629039288, -0.002542434958741069, -0.015236674807965755, -0.006643399596214294, 0.11368411034345627, 0.24082285165786743, -1.5617175731016009, 0.6631536594400984, -8.095953035014185, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, 0.08551741391420364, -0.09863924980163574, -0.039946671575307846, 0.00037094176514074206, -0.06775601208209991, 0.9988750219345093, -0.12055419385433197, -0.15607833862304688, 1.483154296875, 1.40478515625, 0.0446624755859375, 1.557861328125
281999, 0.018336543813347816, -0.07885780185461044, 0.02115577645599842, 0.004875861573964357, -0.001440413179807365, -0.013215417042374611, 0.009787481278181076, -0.0025730717461556196, -0.015321336686611176, -0.006634399760514498, 0.11367616057395935, 0.2408045530319214, -1.583624628642096, 0.7057923446127745, -8.087747777533526, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, 0.1474519968032837, 0.41040587425231934, 0.01130401249974966, -0.0014362175716087222, -0.0667189359664917, 0.9959457516670227, -0.11867772787809372, -0.07543754577636719, 1.48974609375, 1.41357421875, 0.0542449951171875, 1.55859375
282009, 0.01896415837109089, -0.08131180703639984, 0.02240292727947235, 0.0049744099378585815, -0.0014663002220913768, -0.013369914144277573, 0.00992214772850275, -0.002604329725727439, -0.015577724203467369, -0.006638107821345329, 0.11368963867425919, 0.24083532392978668, -1.6118773644062883, 0.6787296530719402, -8.101813657679434, 9362.0, 32767.0, 35388.0, 9362.0, 8.251240730285645, -0.06195669621229172, -0.16431596875190735, 0.08828184753656387, -0.0005698770983144641, -0.06679031997919083, 0.9982101321220398, -0.11419390887022018, -0.07543754577636719, 1.48974609375, 1.412841796875, 0.0534515380859375, 1.55859375
